STA,DATE,YEAR,MONTH,MONTH#,[TChl a],Perid,But fuco,Fuco,Zea,Gyr diester,Average,[TChl a].1,Perid.1,But fuco.1,Fuco.1,Zea.1,Gyr diester.1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
18.0,2000-03-15,2000.0,MARCH,3.0,1.5369724798714095,0.0,0.0,0.36477051866666665,0.052763979499999995,no data,,,,,,,,,,,
1.0,2000-04-12,2000.0,APRIL,4.0,3.6884687659467335,0.0932690635,0.04896377116666667,1.1490816261666668,0.0,no data,,,,,,,,,,,
17.0,2000-04-12,2000.0,APRIL,4.0,6.1856518300435255,0.142579059,0.096336135,2.3740648773333333,0.0,no data,,,,,,,,,,,
18.0,2000-04-12,2000.0,APRIL,4.0,1.61312059080984,0.042519980666666665,0.026262637000000005,0.4655158761666667,0.0,no data,,,,,,,,,,,
1.0,2000-05-15,2000.0,MAY,5.0,2.477884391252354,0.10724754016666666,0.022302452999999996,0.38746976583333337,0.013712199999999999,no data,,,,,,,,,,,
17.0,2000-05-15,2000.0,MAY,5.0,0.7520592194512628,0.0248011555,0.016117915333333333,0.22699519733333337,0.0169436875,no data,,,,,,,,,,,
18.0,2000-05-15,2000.0,MAY,5.0,0.8334098495741888,0.0,0.0,0.23555903233333336,0.0203333685,no data,,,,,,,,,,,
1.0,2000-06-14,2000.0,JUNE,6.0,3.723712767554116,0.18157972,0.028967022499999998,1.2477857738333331,0.0254735565,no data,,,,,,,,,,,
17.0,2000-06-14,2000.0,JUNE,6.0,4.238769384207952,0.17323299483333332,0.0,1.716387524,0.019808363166666666,no data,,,,,,,,,,,
18.0,2000-06-14,2000.0,JUNE,6.0,2.6579876589831857,0.11840683883333333,0.0,0.9332655409999999,0.024309067833333337,no data,,,,,,,,,,,
1.0,2000-07-13,2000.0,JULY,7.0,4.136427724924594,0.09059245883333332,0.0286066055,1.2147724991666666,0.06911913266666667,no data,,,,,,,,,,,
17.0,2000-07-13,2000.0,JULY,7.0,3.7223265416587985,0.032898167666666665,0.015377163000000001,1.1845732656666668,0.08665083033333333,no data,,,,,,,,,,,
18.0,2000-07-13,2000.0,JULY,7.0,4.874728530552369,0.05777218233333334,0.021171825499999998,0.9040830859999999,0.2084004896666667,no data,,,,,,,,,,,
1.0,2000-08-16,2000.0,AUGUST,8.0,3.7916475814221458,0.077435561,0.0,0.823752867,0.085341462,no data,,,,,,,,,,,
17.0,2000-08-16,2000.0,AUGUST,8.0,3.879562076428125,0.031779700833333334,0.0,1.2595760643333334,0.07876107366666667,no data,,,,,,,,,,,
18.0,2000-08-16,2000.0,AUGUST,8.0,4.649797238885096,0.04614543183333333,0.0,1.240844654,0.23296063333333333,no data,,,,,,,,,,,
1.0,2000-09-13,2000.0,SEPTEMBER,9.0,4.4552624216280075,0.0,0.0,1.0862118181666667,0.041984072666666664,no data,,,,,,,,,,,
17.0,2000-09-13,2000.0,SEPTEMBER,9.0,16.33595878158482,0.21209963866666665,0.01606570833333333,6.366934981833334,0.06050644533333334,no data,,,,,,,,,,,
18.0,2000-09-13,2000.0,SEPTEMBER,9.0,2.0178970904927205,0.0,0.0,0.4089263186666667,0.03060640616666667,no data,,,,,,,,,,,
1.0,2000-10-19,2000.0,OCTOBER,10.0,2.009841684375821,0.04229846783333333,0.0,0.4486195733333333,0.0,no data,,,,,,,,,,,
17.0,2000-10-19,2000.0,OCTOBER,10.0,2.7716064775873948,0.0729806685,0.026778836333333333,0.9429352628333332,0.008366727366666667,no data,,,,,,,,,,,
18.0,2000-10-19,2000.0,OCTOBER,10.0,2.3520360303259973,0.046119642833333335,0.021627011833333334,0.7824163498333333,0.015177245833333332,no data,,,,,,,,,,,
1.0,2000-11-15,2000.0,NOVEMBER,11.0,2.3623148100538462,0.0,0.0,0.7788294773333334,0.0,no data,,,,,,,,,,,
17.0,2000-11-15,2000.0,NOVEMBER,11.0,5.487330561541167,0.0,0.020661811333333332,2.2248801396666664,0.026562565166666666,no data,,,,,,,,,,,
18.0,2000-11-15,2000.0,NOVEMBER,11.0,4.923092887359875,0.0,0.0,2.0446618901666667,0.024626817666666665,no data,,,,,,,,,,,
1.0,2000-12-15,2000.0,DECEMBER,12.0,3.1646030278937745,0.037036673166666666,0.015363953999999999,0.9418877681666668,0.008278478666666667,no data,,,,,,,,,,,
17.0,2000-12-15,2000.0,DECEMBER,12.0,1.7729309077984674,,,,,,,,,,,,,,,,
18.0,2000-12-15,2000.0,DECEMBER,12.0,2.126530714112338,0.080871788,0.0,0.5639960998333333,0.0108832725,no data,Average,[TChl a],Perid,But fuco,Fuco,Zea,Gyr diester,,,,
1.0,2001-01-10,2001.0,JANUARY,1.0,3.146205666681527,0.07485309666666666,0.0,0.8916202896666667,0.0,no data,2001,5.449742992634106,0.17464876125813936,0.16444143353153884,1.7396118844735078,0.08796705301632571,,,,,
17.0,2001-01-10,2001.0,JANUARY,1.0,3.5771314095991045,0.11741647833333334,0.0,1.268746465,0.0,no data,,,,,,,,,,,
18.0,2001-01-10,2001.0,JANUARY,1.0,2.6683955519063964,0.071778335,0.0,0.8859975538333333,0.0,no data,,,,,,,,,,,
1.0,2001-02-06,2001.0,FEBRUARY,2.0,6.336554873856334,0.023373220666666663,0.0,2.5528479731666662,0.03523951533333333,no data,,,,,,,,,,,
17.0,2001-02-06,2001.0,FEBRUARY,2.0,6.461998735591189,0.047317783,0.009934635666666667,2.668438569333333,0.029764175166666663,no data,,,,,,,,,,,
18.0,2001-02-06,2001.0,FEBRUARY,2.0,5.988710922461151,0.051588064,0.0,2.439197317833333,0.03787408183333334,no data,,,,,,,,,,,
1.0,2001-03-13,2001.0,MARCH,3.0,3.780304706672017,0.0,0.0,1.4099300228333334,0.0,no data,,,,,,,,,,,
17.0,2001-03-13,2001.0,MARCH,3.0,7.48171502132529,0.0,0.091552475,3.1661668126666664,0.0,no data,,,,,,,,,,,
18.0,2001-03-13,2001.0,MARCH,3.0,3.2464615483497052,0.0,0.0,1.1463316381666666,0.0,no data,,,,,,,,,,,
1.0,2001-04-19,2001.0,APRIL,4.0,1.6264904675216598,0.0,0.07055105116666666,0.5301036928333333,0.022217118666666664,no data,,,,,,,,,,,
17.0,2001-04-19,2001.0,APRIL,4.0,0.6036722753909636,0.0,0.021250345666666667,0.1751295346666667,0.0,no data,,,,,,,,,,,
18.0,2001-04-19,2001.0,APRIL,4.0,0.26047307738033315,0.0,0.0,0.04845669233333333,0.0,no data,,,,,,,,,,,
1.0,2001-05-17,2001.0,MAY,5.0,4.077562068478698,0.4037021591666667,0.019410311000000003,0.9048863189999998,0.01839783066666667,no data,,,,,,,,,,,
17.0,2001-05-17,2001.0,MAY,5.0,0.9289860414716183,0.07967595416666666,0.0,0.2221281001666667,0.012195785833333332,no data,,,,,,,,,,,
18.0,2001-05-17,2001.0,MAY,5.0,0.6466039175620315,0.041764866166666664,0.0,0.111656306,0.0,no data,,,,,,,,,,,
1.0,2001-06-16,2001.0,JUNE,6.0,8.71577098398498,0.9314845274999999,0.6946172799999999,2.7677656366666668,0.19438259566666666,no data,,,,,,,,,,,
17.0,2001-06-16,2001.0,JUNE,6.0,2.7333174077266396,0.7947802883333334,0.08578962450000001,0.4441408836666667,0.05410741866666667,no data,,,,,,,,,,,
18.0,2001-06-16,2001.0,JUNE,6.0,25.312903742204263,0.096149569,4.4599097185,9.055510042666668,0.5857104378333333,no data,,,,,,,,,,,
1.0,2001-07-17,2001.0,JULY,7.0,16.401915241017868,1.4971131968333333,0.06209309783333333,1.6051353505000001,0.43885927550000003,no data,,,,,,,,,,,
17.0,2001-07-17,2001.0,JULY,7.0,9.776976394317218,0.16873019350000004,0.02042027533333333,2.3529446445,0.5954743,no data,,,,,,,,,,,
18.0,2001-07-17,2001.0,JULY,7.0,6.509773608902627,0.10119928583333335,0.0,1.506902848,0.458839146,no data,,,,,,,,,,,
1.0,2001-08-16,2001.0,AUGUST,8.0,8.2814764161131,0.35985677066666666,0.0,1.3101216656666665,0.10570292583333334,no data,,,,,,,,,,,
17.0,2001-08-16,2001.0,AUGUST,8.0,5.081703098730389,0.3957127060000001,0.0,1.1914174146666667,0.09078577150000001,no data,,,,,,,,,,,
18.0,2001-08-16,2001.0,AUGUST,8.0,2.5398850997904625,0.21954311983333333,0.0,0.383847879,0.0526564205,no data,,,,,,,,,,,
1.0,2001-09-18,2001.0,SEPTEMBER,9.0,5.507233487142908,0.12233421,0.0,1.471651172,0.04438758649999999,no data,,,,,,,,,,,
17.0,2001-09-18,2001.0,SEPTEMBER,9.0,6.397890108880335,0.14286770533333334,0.046307609,2.2884607176666667,0.03590069916666667,no data,,,,,,,,,,,
18.0,2001-09-18,2001.0,SEPTEMBER,9.0,1.5267954335151308,0.037373922000000004,0.0,0.4057778591666667,0.026567911666666662,no data,,,,,,,,,,,
1.0,2001-10-17,2001.0,OCTOBER,10.0,3.657668166054404,0.04695326840017842,0.01663657285327774,0.8256990381150646,0.03129577101268712, no data,,,,,,,,,,,
17.0,2001-10-17,2001.0,OCTOBER,10.0,3.6781477548934913,0.06789234783263008,0.03532805867865767,1.181810602287344,0.04858911441004128, no data,,,,,,,,,,,
18.0,2001-10-17,2001.0,OCTOBER,10.0,2.434263681367744,0.06285149164133412,0.03310642420076302,0.7499730321983715,0.04808007768144156, no data,,,,,,,,,,,
1.0,2001-11-08,2001.0,NOVEMBER,11.0,5.314121856642437,0.02632241991672584,0.015416244251338534,1.5262381322783052,0.02206338540179928, no data,,,,,,,,,,,
17.0,2001-11-08,2001.0,NOVEMBER,11.0,5.233395826582937,0.032166416184600054,0.026160391787787392,2.1356888294449785,0.03161089918275009, no data,,,,,,,,,,,
18.0,2001-11-08,2001.0,NOVEMBER,11.0,5.507366493410546,0.034574808761011384,0.031313205704229685,2.2645899101524396,0.03576596881927534, no data,,,,,,,,,,,
1.0,2001-12-03,2001.0,DECEMBER,12.0,6.456363270672208,0.08584307855077292,0.048309744266764765,3.0810266013421472,0.03333051892442205, no data,,,,,,,,,,,
17.0,2001-12-03,2001.0,DECEMBER,12.0,6.93814312826673,0.07674940100650722,0.07868262242191389,3.8650756561175412,0.03611971893429183, no data,,,,,,,,,,,
18.0,2001-12-03,2001.0,DECEMBER,12.0,7.354370250363332,0.07538672099925665,0.05310191930399969,3.790612637443425,0.040895457887683735, no data,Average,[TChl a],Perid,But fuco,Fuco,Zea,Gyr diester,,,,
1.0,2002-01-14,2002.0,JANUARY,1.0,2.1763560631400756,0.039186985425232114,0.010671651698058029,0.7079762788885315,0.01091003650262189, no data,2002,4.578928029327744,0.0817869243183055,0.09106780976727305,0.9504281924142094,0.021299905785898805,,,,,
17.0,2002-01-14,2002.0,JANUARY,1.0,2.8683063138136613,0.36252292811031933,0.013942938343304323,0.5817519813409632,0.020306489017141435, no data,,,,,,,,,,,
18.0,2002-01-14,2002.0,JANUARY,1.0,3.6317491247511926,0.4278109814618836,0.02245341532265608,0.6229252144092762,0.028538574176033303, no data,,,,,,,,,,,
1.0,2002-02-13,2002.0,FEBRUARY,2.0,3.347000694672689,0.07076769919953745,0.023401141668673815,1.2095619652277292,0.020722494012503666, no data,,,,,,,,,,,
17.0,2002-02-13,2002.0,FEBRUARY,2.0,3.8245683993248143,0.07424678039566063,0.04528437413326695,1.6934650357351597,0.01809359349514602, no data,,,,,,,,,,,
18.0,2002-02-13,2002.0,FEBRUARY,2.0,4.259308991672653,0.06105456792713336,0.06538666481061224,1.898618446273276,0.01899408463797851, no data,,,,,,,,,,,
1.0,2002-03-19,2002.0,MARCH,3.0,2.5357108876976513,0.07976527999313328,0.023124230645309968,0.7977332534669906,0.016105928070757045, no data,,,,,,,,,,,
17.0,2002-03-19,2002.0,MARCH,3.0,3.2883202266581733,0.10698402594247108,0.05648684103647662,1.1592846420851777,0.021514077937907432, no data,,,,,,,,,,,
18.0,2002-03-19,2002.0,MARCH,3.0,3.202311990932897,0.10508375347483513,0.051578296273171904,1.1168437637369917,0.02176998610794872, no data,,,,,,,,,,,
1.0,2002-04-15,2002.0,APRIL,4.0,2.149350594955891,0.054071097387193616,0.02758216902109347,0.4794736338426074,0.024076675769377377, no data,,,,,,,,,,,
17.0,2002-04-15,2002.0,APRIL,4.0,3.52361992047864,0.05910242440141952,0.06580362265177678,1.3825127619310027,0.027247170646775076, no data,,,,,,,,,,,
18.0,2002-04-15,2002.0,APRIL,4.0,2.0462043792011215,0.04564338365268119,0.0555368569967159,0.6644488213744357,0.024773284479232296, no data,,,,,,,,,,,
1.0,2002-05-13,2002.0,MAY,5.0,6.6641784075734405,,0.17066009204609991,,, no data,,,,,,,,,,,
17.0,2002-05-13,2002.0,MAY,5.0,4.279933522905988,,0.08758178246134266,,, no data,,,,,,,,,,,
18.0,2002-05-13,2002.0,MAY,5.0,3.0251842386799357,,0.11894565526673036,,, no data,,,,,,,,,,,
1.0,2002-06-11,2002.0,JUNE,6.0,10.142056464078408,,0.7044652600357982,,, no data,,,,,,,,,,,
17.0,2002-06-11,2002.0,JUNE,6.0,7.042470872804716,,0.5149388184673388,,, no data,,,,,,,,,,,
18.0,2002-06-11,2002.0,JUNE,6.0,8.695575457281725,,1.0873586941967854,,, no data,,,,,,,,,,,
1.0,2002-07-18,2002.0,JULY,7.0,10.764654353469341,,0.05037164527662564,,, no data,,,,,,,,,,,
17.0,2002-07-18,2002.0,JULY,7.0,3.9650075926345125,,0.0,,, no data,,,,,,,,,,,
18.0,2002-07-18,2002.0,JULY,7.0,2.6920752042562786,,0.0,,, no data,,,,,,,,,,,
1.0,2002-08-15,2002.0,AUGUST,8.0,13.531912800362536,,0.021818651282363044,,, no data,,,,,,,,,,,
17.0,2002-08-15,2002.0,AUGUST,8.0,8.281777286868056,,0.0,,, no data,,,,,,,,,,,
18.0,2002-08-15,2002.0,AUGUST,8.0,9.785029832381515,,0.02728383516975915,,, no data,,,,,,,,,,,
1.0,2002-09-17,2002.0,SEPTEMBER,9.0,3.395665707431109,,0.012857572114177247,,, no data,,,,,,,,,,,
17.0,2002-09-17,2002.0,SEPTEMBER,9.0,7.243600663688565,,0.0,,, no data,,,,,,,,,,,
18.0,2002-09-17,2002.0,SEPTEMBER,9.0,3.340624377219512,,0.0,,, no data,,,,,,,,,,,
1.0,2002-10-15,2002.0,OCTOBER,10.0,3.5686946873832617,0.02749930910418918,0.0,1.0808035892027348,0.03421012581134226,0,,,,,,,,,,,
17.0,2002-10-15,2002.0,OCTOBER,10.0,4.246144941757111,0.0467648436334498,0.0,1.470111515488416,0.03859818732935112,0,,,,,,,,,,,
18.0,2002-10-15,2002.0,OCTOBER,10.0,3.043859531838118,0.03389191135414865,0.02090694270369302,0.9980832780079895,0.042752515306874427,0,,,,,,,,,,,
1.0,2002-11-15,2002.0,NOVEMBER,11.0,2.833373649742564,0.0,0.0,0.8138194166181887,0.027631836011564093,0,,,,,,,,,,,
17.0,2002-11-15,2002.0,NOVEMBER,11.0,0.6684095887438103,0.0,0.0,0.19721288429029568,0.01098171896672461,0,,,,,,,,,,,
18.0,2002-11-15,2002.0,NOVEMBER,11.0,0.5969904294770854,0.01848555383520588,0.0,0.13005761294376023,0.006218206222717917,0,,,,,,,,,,,
1.0,2002-12-19,2002.0,DECEMBER,12.0,4.380565222219478,0.0474150368266712,0.0,1.0924131535775445,0.017445145268340127,0,,,,,,,,,,,
17.0,2002-12-19,2002.0,DECEMBER,12.0,3.049936919676696,0.029368421123804403,0.0,1.0703397406973014,0.008262172536644862,0,,,,,,,,,,,
18.0,2002-12-19,2002.0,DECEMBER,12.0,2.750879716025596,0.027860427435446367,0.0,0.7915550515600321,0.008145719196892783,0,Average,[TChl a],Perid,But fuco,Fuco,Zea,Gyr diester,,,,
1.0,2003-01-14,2003.0,JANUARY,1.0,14.451766542385439,0.11724747111380061,0.0,3.668112545778624,0.04788034176935974,0,2003,7.005342372330123,0.12407632194219187,0.020559355159571767,1.8716878423147172,0.17992544276895853,0,,,,
17.0,2003-01-14,2003.0,JANUARY,1.0,14.678190521165462,0.14266270268504888,0.0,5.027607364159235,0.017476919642323344,0,,,,,,,,,,,
18.0,2003-01-14,2003.0,JANUARY,1.0,4.985595834756467,0.08683580812178515,0.0,1.6377250996486694,0.028697034885507223,0,,,,,,,,,,,
1.0,2003-02-13,2003.0,FEBRUARY,2.0,7.99877841333384,0.0,0.0,2.991642475638244,0.0605200292066971,0,,,,,,,,,,,
17.0,2003-02-13,2003.0,FEBRUARY,2.0,6.102342234516939,0.4698615140679592,0.0,2.3869621598480975,0.06481122352312356,0,,,,,,,,,,,
18.0,2003-02-13,2003.0,FEBRUARY,2.0,7.827994564422928,0.0,0.0,2.820322285112993,0.12799104568608827,0,,,,,,,,,,,
1.0,2003-03-10,2003.0,MARCH,3.0,5.010561026324094,0.02456675209362341,0.0,1.7159641088972755,0.03270789772221538,0,,,,,,,,,,,
17.0,2003-03-10,2003.0,MARCH,3.0,6.66337225816795,0.09961635533048768,0.0,2.2360741720950688,0.01751119209592153,0,,,,,,,,,,,
18.0,2003-03-10,2003.0,MARCH,3.0,9.435850732129405,0.1676439112263524,0.0,3.0773441517920643,0.022825069604538527,0,,,,,,,,,,,
1.0,2003-04-14,2003.0,APRIL,4.0,11.621607852689753,0.32935266785205974,0.13300942815764913,3.5622354921758275,0.046541582357934735,0,,,,,,,,,,,
17.0,2003-04-14,2003.0,APRIL,4.0,10.15142905628097,0.1303699798986465,0.1079772427344319,3.8256534094928196,0.04085585646841602,0,,,,,,,,,,,
18.0,2003-04-14,2003.0,APRIL,4.0,8.633144105477728,0.09047411172625913,0.12445558623295776,3.285540422813868,0.06182631530825816,0,,,,,,,,,,,
1.0,2003-05-12,2003.0,MAY,5.0,3.525527075339134,0.05021637105048409,0.0,1.2345106151857184,0.01677395587610708,0,,,,,,,,,,,
17.0,2003-05-12,2003.0,MAY,5.0,1.4045365483236303,0.019026340628380777,0.0,0.28745902855080696,0.011959565444067127,0,,,,,,,,,,,
18.0,2003-05-12,2003.0,MAY,5.0,0.7478263040565138,0.025340226513572532,0.0,0.1314422889485521,0.010347259159708785,0,,,,,,,,,,,
1.0,2003-06-20,2003.0,JUNE,6.0,4.477597958302913,0.0865650525069082,0.04915216666957814,1.1029110793370536,0.047902777407395875,0,,,,,,,,,,,
17.0,2003-06-20,2003.0,JUNE,6.0,3.9506082427801155,0.0969527748646138,0.0,1.7161706868354145,0.04739686711793278,0,,,,,,,,,,,
18.0,2003-06-20,2003.0,JUNE,6.0,4.447112728559039,0.06389750867365296,0.061259409337830875,1.6146090919034441,0.05415253881859701,0,,,,,,,,,,,
1.0,2003-07-15,2003.0,JULY,7.0,11.896908587294456,0.6538992683544497,0.10496801419124108,2.0073807880158876,0.7824683349650698,0,,,,,,,,,,,
17.0,2003-07-15,2003.0,JULY,7.0,5.058669191536753,0.20026383087999475,0.08945308860730002,1.2283792152213608,0.14978463333407904,0,,,,,,,,,,,
18.0,2003-07-15,2003.0,JULY,7.0,11.930539648748699,0.38915712038318057,0.06986184981359463,1.8453596024720285,0.9173555325920976,0,,,,,,,,,,,
1.0,2003-08-12,2003.0,AUGUST,8.0,9.820230530797899,0.20565275871632116,0.0,2.210500587170022,0.4523660994675792,0,,,,,,,,,,,
17.0,2003-08-12,2003.0,AUGUST,8.0,17.786065024851993,0.07793788622283827,0.0,3.3210499328355594,1.043523264787384,0,,,,,,,,,,,
18.0,2003-08-12,2003.0,AUGUST,8.0,19.84277059277445,0.05465044457395831,0.0,2.2076417240526185,1.3459960061176393,0,,,,,,,,,,,
1.0,2003-09-24,2003.0,SEPTEMBER,9.0,3.5302330246553337,0.026764907222375994,0.0,0.8620265616878434,0.09876182479796952,0,,,,,,,,,,,
17.0,2003-09-24,2003.0,SEPTEMBER,9.0,3.652133330411873,0.02254531054043236,0.0,0.7881830299449706,0.18709622377790835,0,,,,,,,,,,,
18.0,2003-09-24,2003.0,SEPTEMBER,9.0,3.5778334738006503,0.0,0.0,0.5978365223128798,0.3243988281487399,0,,,,,,,,,,,
1.0,2003-10-14,2003.0,OCTOBER,10.0,5.3181,0.11108180125415432,0.0,1.0691742447871821,0.07315282669375774,0,,,,,,,,,,,
17.0,2003-10-14,2003.0,OCTOBER,10.0,5.1841,0.12969576763380547,0.0,1.15792251487951,0.07280411033470621,0,,,,,,,,,,,
18.0,2003-10-14,2003.0,OCTOBER,10.0,5.0353,0.08550862952088646,0.0,1.2496985641201162,0.0677822953750907,0,,,,,,,,,,,
1.0,2003-11-18,2003.0,NOVEMBER,11.0,3.7929,0.10726751721696216,0.0,0.82309091360233,0.034889958469863286,0,,,,,,,,,,,
17.0,2003-11-18,2003.0,NOVEMBER,11.0,3.9767,0.08757864446048652,0.0,1.167623900256844,0.03341718292466725,0,,,,,,,,,,,
18.0,2003-11-18,2003.0,NOVEMBER,11.0,3.4045,0.08325303795345132,0.0,0.9749989659577892,0.03305841204640342,0,,,,,,,,,,,
1.0,2003-12-18,2003.0,DECEMBER,12.0,2.7649,0.05448418870062421,0.0,0.7794902189026174,0.02192907379106067,0,,,,,,,,,,,
17.0,2003-12-18,2003.0,DECEMBER,12.0,3.2767,0.058198227938951276,0.0,0.9769440370609912,0.027123343798999527,0,,,,,,,,,,,
18.0,2003-12-18,2003.0,DECEMBER,12.0,6.2299,0.11817869999240026,0.0,1.7911745218354929,0.05323051616529864,0,Average,[TChl a],Perid,But fuco,Fuco,Zea,Gyr diester,,,,
1.0,2004-01-13,2004.0,JANUARY,1.0,4.7195,0.05718142663350893,0.0,1.0869788141957915,0.017139663584445856,0,2004,8.407074444444442,0.10245657357165963,0.06636808286906534,2.226866206007883,0.3376667040305581,0.0005755254593513863,,,,
17.0,2004-01-13,2004.0,JANUARY,1.0,4.2336,0.04772304641136465,0.0,1.3484814433056989,0.009952494857863729,0,,,,,,,,,,,
18.0,2004-01-14,2004.0,JANUARY,1.0,4.5864,0.047310094836880985,0.0,1.4418633647349492,0.010501561551751915,0,,,,,,,,,,,
1.0,2004-02-10,2004.0,FEBRUARY,2.0,6.5015,0.2302810162355254,0.0,1.4663460503525523,0.019321537053466658,0,,,,,,,,,,,
17.0,2004-02-10,2004.0,FEBRUARY,2.0,7.7071,0.26667877067665563,0.0,2.629919179329118,0.01818081686237473,0,,,,,,,,,,,
18.0,2004-02-10,2004.0,FEBRUARY,2.0,10.6099,0.18463491196357548,0.0,3.9458469817959436,0.04411394424357397,0,,,,,,,,,,,
1.0,2004-03-17,2004.0,MARCH,3.0,7.5706,0.44333509554273914,0.022231653036254306,2.3611276894887103,0.033264147973075635,0,,,,,,,,,,,
17.0,2004-03-17,2004.0,MARCH,3.0,7.1322,0.0640809394394115,0.0,2.54471829537226,0.02665900828863659,0,,,,,,,,,,,
18.0,2004-03-17,2004.0,MARCH,3.0,6.1699,0.09260732019460277,0.0,2.231014137525512,0.023946599701365888,0,,,,,,,,,,,
1.0,2004-04-17,2004.0,APRIL,4.0,7.885,0.0915545967365061,0.12650181358928714,2.537322094506189,0.05116840297485298,0,,,,,,,,,,,
17.0,2004-04-17,2004.0,APRIL,4.0,3.6458,0.045129829501571565,0.0632806678458242,1.2385680410483269,0.02847340154572156,0,,,,,,,,,,,
18.0,2004-04-17,2004.0,APRIL,4.0,3.8629,0.045563052353382844,0.0,1.3133153077520763,0.04757259333834171,0,,,,,,,,,,,
1.0,2004-05-11,2004.0,MAY,5.0,1.3108,0.07839287783113023,0.0,0.2179553018018998,0.017751584517868832,0,,,,,,,,,,,
17.0,2004-05-11,2004.0,MAY,5.0,1.4414,0.344020295180388,0.008785759001379961,0.37185885889893977,0.01654848745514073,0,,,,,,,,,,,
18.0,2004-05-11,2004.0,MAY,5.0,2.2044,0.03218269202839087,0.018641220542613232,0.5108914901230979,0.030920181617472998,0,,,,,,,,,,,
1.0,2004-06-15,2004.0,JUNE,6.0,17.1263,0.12767806818518168,0.6464644408920469,4.0517504625167104,1.7314011284883875,0,,,,,,,,,,,
17.0,2004-06-15,2004.0,JUNE,6.0,18.1468,0.13026652739383895,1.0740535550137336,4.587575213606828,1.529415505099661,0.018992340158595748,,,,,,,,,,,
18.0,2004-06-15,2004.0,JUNE,6.0,7.3181,0.07367275393811784,0.23018762475801702,1.267956800518488,1.2337489508164765,0,,,,,,,,,,,
1.0,2004-07-13,2004.0,JULY,7.0,17.8498,0.10327718647260119,0.0,2.1282170851293927,1.3332949233854376,0,,,,,,,,,,,
17.0,2004-07-13,2004.0,JULY,7.0,17.6362,0.12484569541061681,0.0,2.1637376391497267,1.5186453666052768,0,,,,,,,,,,,
