STA,DATE,YEAR,MONTH,MONTH#,CHL_A,Zscore CHL,meanZ,CUSUM,mean CHL,3 month running ave,12 month ave,,,
2,1/24/1995,1995,JANUARY,1,3.00,-0.58668789,,,,,,,,
16,1/24/1995,1995,JANUARY,1,4.96,-0.191157419,-0.388922655,,3.98,,,,,
2,2/16/1995,1995,FEBRUARY,2,2.75,-0.637138206,,,,,,,,
16,2/16/1995,1995,FEBRUARY,2,2.30,-0.727948773,-0.682543489,-1.071466144,2.53,,,,,
2,3/22/1995,1995,MARCH,3,0.73,-1.044776753,,,,,,,,
16,3/22/1995,1995,MARCH,3,1.05,-0.98020035,-1.012488551,-2.083954695,0.89,2.47,,,,
2,4/19/1995,1995,APRIL,4,2.80,-0.627048143,,,,,,,,
16,4/25/1995,1995,APRIL,4,3.09,-0.568525777,-0.59778696,-2.681741655,2.95,2.12,,,,
2,5/16/1995,1995,MAY,5,1.79,-0.830867416,,,,,,,,
16,5/16/1995,1995,MAY,5,4.98,-0.187121393,-0.508994405,-3.19073606,3.39,2.41,,,,
2,6/15/1995,1995,JUNE,6,9.33,0.690714093,,,,,,,,
16,6/15/1995,1995,JUNE,6,18.61,2.563429796,1.627071944,-1.563664116,13.97,6.77,,,,
2,7/5/1995,1995,JULY,7,15.87,2.01049434,,,,,,,,
16,7/5/1995,1995,JULY,7,14.41,1.715864499,1.86317942,0.299515304,15.14,10.83,,,,
2,8/23/1995,1995,AUGUST,8,8.77,0.577705386,,,,,,,,
16,8/23/1995,1995,AUGUST,8,7.08,0.236661255,0.407183321,0.706698625,7.93,12.35,,,,
2,9/20/1995,1995,SEPTEMBER,9,7.25,0.270967469,,,,,,,,
16,9/20/1995,1995,SEPTEMBER,9,5.75,-0.031734422,0.119616524,0.826315148,6.50,9.86,,,,
2,10/13/1995,1995,OCTOBER,10,3.08,-0.57054379,,,,,,,,
16,10/13/1995,1995,OCTOBER,10,2.82,-0.623012117,-0.596777953,0.229537195,2.95,5.79,,,,
16,12/6/1995,1995,DECEMBER,12,5.38,-0.105593684,,,,,,,,
2,12/7/1995,1995,DECEMBER,12,5.38,-0.105795485,-0.105694584,0.12384261,5.38,4.94,5.96,,,
2,1/22/1996,1996,JANUARY,1,11.45,1.118936369,,,,,,,,
16,1/22/1996,1996,JANUARY,1,10.44,0.915520697,1.017228533,1.141071143,10.95,6.43,,,,
2,2/14/1996,1996,FEBRUARY,2,6.35,0.089951738,,,,,,,,
16,2/14/1996,1996,FEBRUARY,2,5.57,-0.067655047,0.011148346,1.152219489,5.96,7.43,,,,
2,3/18/1996,1996,MARCH,3,6.21,0.060085152,,,,,,,,
16,3/18/1996,1996,MARCH,3,2.81,-0.625635534,-0.282775191,0.869444298,4.51,7.14,,,,
2,4/22/1996,1996,APRIL,4,3.46,-0.494262913,,,,,,,,
16,4/22/1996,1996,APRIL,4,3.36,-0.513635834,-0.503949373,0.365494925,3.41,4.63,,,,
2,5/8/1996,1996,MAY,5,1.27,-0.93540047,,,,,,,,
16,5/8/1996,1996,MAY,5,4.14,-0.357441658,-0.646421064,-0.280926139,2.70,3.54,,,,
2,6/20/1996,1996,JUNE,6,16.96,2.230054113,,,,,,,,
16,6/20/1996,1996,JUNE,6,15.31,1.897485634,2.063769873,1.782843734,16.13,7.42,,,,
2,7/22/1996,1996,JULY,7,17.76,2.391898724,,,,,,,,
16,7/22/1996,1996,JULY,7,21.49,3.144415627,2.768157175,4.55100091,19.62,12.82,,,,
2,8/21/1996,1996,AUGUST,8,10.29,0.884645105,,,,,,,,
16,8/21/1996,1996,AUGUST,8,16.37,2.111798574,1.498221839,6.049222749,13.33,16.36,,,,
2,9/17/1996,1996,SEPTEMBER,9,12.57,1.34475198,,,,,,,,
16,9/19/1996,1996,SEPTEMBER,9,8.46,0.514743393,0.929747686,6.978970435,10.51,14.49,,,,
2,10/21/1996,1996,OCTOBER,10,2.375,-0.712813679,,,,,,,,
16,10/23/1996,1996,OCTOBER,10,2.157,-0.756806354,-0.734810016,6.244160419,2.27,8.70,,,,
2,11/12/1996,1996,NOVEMBER,11,2.703,-0.646538035,,,,,,,,
16,11/12/1996,1996,NOVEMBER,11,2.756,-0.635874773,-0.641206404,5.602954015,2.73,5.17,,,,
2,12/16/1996,1996,DECEMBER,12,2.639,-0.659538146,,,,,,,,
16,12/16/1996,1996,DECEMBER,12,2.652,-0.656914729,-0.658226437,4.944727577,2.65,2.55,7.90,,,
2,1/15/1997,1997,JANUARY,1,2.900,-0.606955695,,,,,,,,
16,1/15/1997,1997,JANUARY,1,1.469,-0.895734376,-0.751345035,4.193382542,2.18,2.52,,,,
2,2/12/1997,1997,FEBRUARY,2,3.194,-0.547566633,,,,,,,,
16,2/12/1997,1997,FEBRUARY,2,2.541,-0.679285336,-0.613425985,3.579956558,2.87,2.57,,,,
16,3/17/1997,1997,MARCH,3,3.128,-0.560855874,,,,,,,,
2,3/18/1997,1997,MARCH,3,3.185,-0.549447247,-0.555151561,3.024804997,3.16,2.74,,,,
2,4/21/1997,1997,APRIL,4,5.344,-0.11373127,,,,,,,,
16,4/21/1997,1997,APRIL,4,9.273,0.679281922,0.282775326,3.307580323,7.31,4.44,,,,
2,5/21/1997,1997,MAY,5,7.241,0.269168992,,,,,,,,
16,5/21/1997,1997,MAY,5,8.197,0.462155305,0.365662148,3.673242471,7.72,6.06,,,,
2,6/11/1997,1997,JUNE,6,5.001,-0.182965209,,,,,,,,
16,6/11/1997,1997,JUNE,6,6.644,0.148656458,-0.017154375,3.656088096,5.82,6.95,,,,
2,7/17/1997,1997,JULY,7,8.302,0.483312533,,,,,,,,
16,7/17/1997,1997,JULY,7,2.427,-0.702228469,-0.109457968,3.546630128,5.36,6.30,,,,
2,8/20/1997,1997,AUGUST,8,11.082,1.044356709,,,,,,,,
16,8/26/1997,1997,AUGUST,8,13.850,1.60292052,1.323638615,4.870268742,12.47,7.88,,,,
2,9/25/1997,1997,SEPTEMBER,9,9.188,0.66204156,,,,,,,,
16,9/25/1997,1997,SEPTEMBER,9,6.325,0.084255195,0.373148378,5.24341712,7.76,8.53,,,,
2,10/7/1997,1997,OCTOBER,10,6.006,0.019938728,,,,,,,,
16,10/7/1997,1997,OCTOBER,10,5.525,-0.077236482,-0.028648877,5.214768243,5.77,8.66,,,,
2,11/21/1997,1997,NOVEMBER,11,1.966,-0.795351851,,,,,,,,
16,11/21/1997,1997,NOVEMBER,11,2.337,-0.720546434,-0.757949142,4.4568191,2.15,5.22,,,,
2,12/16/1997,1997,DECEMBER,12,2.739,-0.639442839,,,,,,,,
16,12/16/1997,1997,DECEMBER,12,3.553,-0.47516926,-0.55730605,3.899513051,3.15,3.69,5.48,,,
2,1/20/1998,1998,JANUARY,1,7.665,0.354743314,,,,,,,,
16,1/20/1998,1998,JANUARY,1,3.814,-0.422398649,-0.033827667,3.865685383,5.74,3.68,,,,
