5,4/21/1997,1997,APRIL,4,1.40,-0.411876221,,,,,,,,,,,,,,,
7,4/21/1997,1997,APRIL,4,0.82,-0.516407726,,,,,,,,,,,,,,,
14,4/21/1997,1997,APRIL,4,0.05,-0.656083443,-0.528122463,-5.168970543,0.755,,,,,,,,,,,,
5,5/22/1997,1997,MAY,5,0.37,-0.597509755,,,,,,,,,,,,,,,
7,5/22/1997,1997,MAY,5,0.40,-0.592102953,,,,,,,,,,,,,,,
14,5/22/1997,1997,MAY,5,0.67,-0.543441736,-0.577684815,-5.746655358,0.48,,,,,,,,,,,,
5,6/12/1997,1997,JUNE,6,0.45,-0.583091617,,,,,,,,,,,,,,,
7,6/12/1997,1997,JUNE,6,0.51,-0.572278013,,,,,,,,,,,,,,,
14,6/12/1997,1997,JUNE,6,0.38,-0.595707488,-0.583692372,-6.33034773,0.446666667,,,,,,,,,,,,
5,7/16/1997,1997,JULY,7,0.30,-0.610125626,,,,,,,,,,,,,,,
7,7/16/1997,1997,JULY,7,0.35,-0.60111429,,,,,,,,,,,,,,,
14,7/16/1997,1997,JULY,7,0.63,-0.550650805,-0.587296907,-6.917644637,0.426666667,,,,,,,,,,,,
5,8/27/1997,1997,AUGUST,8,0.05,-0.656083443,,,,,,,,,,,,,,,
14,9/3/1997,1997,AUGUST,8,0.05,-0.656083443,,,,,,,,,,,,,,,
7,9/5/1997,1997,AUGUST,8,0.33,-0.604718824,-0.638961903,-7.55660654,0.14,,,,,,,,,,,,
5,9/26/1997,1997,SEPTEMBER,9,1.67,-0.363215004,,,,,,,,,,,,,,,
7,9/26/1997,1997,SEPTEMBER,9,2.80,-0.159558797,,,,,,,,,,,,,,,
14,9/26/1997,1997,SEPTEMBER,9,0.80,-0.52001226,-0.347595354,-7.904201894,1.756666667,,,,,,,,,,,,
5,10/6/1997,1997,OCTOBER,10,1.49 ,-0.395655816,,,,,,,,,,,,,,,
7,10/6/1997,1997,OCTOBER,10,0.25 ,-0.619136963,,,,,,,,,,,,,,,
14,10/6/1997,1997,OCTOBER,10,2.22 ,-0.264090301,-0.42629436,-8.330496254,1.32,,,,,,,,,,,,
5,11/21/1997,1997,NOVEMBER,11,0.34 ,-0.602916557,,,,,,,,,,,,,,,
7,11/21/1997,1997,NOVEMBER,11,0.23 ,-0.622741498,,,,,,,,,,,,,,,
14,11/21/1997,1997,NOVEMBER,11,1.24 ,-0.440712499,-0.555456851,-8.885953105,0.603333333,,,,,,,,,,,,
5,12/17/1997,1997,DECEMBER,12,0.25 ,-0.619136963,,,,,,,,,,,,,,,
7,12/17/1997,1997,DECEMBER,12,0.26 ,-0.617334696,,,,,,,,,,,,,,,
14,12/17/1997,1997,DECEMBER,12,0.31 ,-0.608323359,-0.614931672,-9.500884778,0.273333333,,,,,,,,,,,,
5,1/22/1998,1998,JANUARY,1,0.10 ,-0.645720406,,,,,,,,,,,,,,,
7,1/22/1998,1998,JANUARY,1,1.13 ,-0.460537439,,,,,,,,,,,,,,,
14,1/22/1998,1998,JANUARY,1,0.10 ,-0.645720406,-0.58399275,-10.08487753,0.445,,,,,,,,,,,,
5,2/9/1998,1998,FEBRUARY,2,1.75,-0.348796865,,,,,,,,,,,,,,,
7,2/9/1998,1998,FEBRUARY,2,0.10 ,-0.645720406,,,,,,,,,,,,,,,
14,2/9/1998,1998,FEBRUARY,2,1.25,-0.438910231,-0.477809167,-10.5626867,1.034166667,,,,,,,,,,,,
5,3/12/1998,1998,MARCH,3,0.10 ,-0.645720406,,,,,,,,,,,,,,,
7,3/12/1998,1998,MARCH,3,1.54,-0.386644479,,,,,,,,,,,,,,,
14,3/12/1998,1998,MARCH,3,0.32,-0.606521092,-0.546295325,-11.10898202,0.654166667,,,,,,,,,,,,
5,4/15/1998,1998,APRIL,4,2.29,-0.25147443,,,,,,,,,,,,,,,
7,4/15/1998,1998,APRIL,4,0.45,-0.583091617,,,,,,,,,,,,,,,
14,4/15/1998,1998,APRIL,4,0.15,-0.637159636,-0.490575228,-11.59955725,0.963333333,,,,,,,,,,,,
5,5/19/1998,1998,MAY,5,0.29,-0.611927894,,,,,,,,,,,,,,,
7,5/19/1998,1998,MAY,5,2.44,-0.22444042,,,,,,,,,,,,,,,
14,5/19/1998,1998,MAY,5,2.42,-0.228044955,-0.354804423,-11.95436167,1.716666667,,,,,,,,,,,,
5,6/16/1998,1998,JUNE,6,1.69,-0.359610469,,,,,,,,,,,,,,,
7,6/16/1998,1998,JUNE,6,0.25,-0.619136963,,,,,,,,,,,,,,,
14,6/17/1998,1998,JUNE,6,0.7,-0.538034934,-0.505594122,-12.45995579,0.88,,,,,,,,,,,,
5,7/9/1998,1998,JULY,7,1.72,-0.354203667,,,,,,,,,,,,,,,
7,7/9/1998,1998,JULY,7,1.58,-0.37943541,,,,,,,,,,,,,,,
14,7/9/1998,1998,JULY,7,0.82,-0.516407726,-0.416682268,-12.87663806,1.373333333,,,,,,,,,,,,
5,8/11/1998,1998,AUGUST,8,8.56,0.878547177,,,,,,,,,,,,,,,
7,8/11/1998,1998,AUGUST,8,0.19,-0.629950567,,,,,,,,,,,,,,,
14,8/11/1998,1998,AUGUST,8,3.41,-0.049620491,0.066325373,-12.81031269,4.053333333,,,,,,,,,,,,
5,9/17/1998,1998,SEPTEMBER,9,0.10 ,-0.645720406,,,,,,,,,,,,,,,
7,9/17/1998,1998,SEPTEMBER,9,0.49,-0.575882547,,,,,,,,,,,,,,,
14,9/17/1998,1998,SEPTEMBER,9,0.10 ,-0.645720406,-0.62244112,-13.43275381,0.231666667,,,,,,,,,,,,
5,10/12/1998,1998,OCTOBER,10,8.48,0.864129039,,,,,,,,,,,,,,,
7,10/12/1998,1998,OCTOBER,10,2.57,-0.201010945,,,,,,,,,,,,,,,
14,10/12/1998,1998,OCTOBER,10,3.33,-0.064038629,0.199693155,-13.23306065,4.793333333,,,,,,,,,,,,
5,11/16/1998,1998,NOVEMBER,11,1.15,-0.456932904,,,,,,,,,,,,,,,
7,11/16/1998,1998,NOVEMBER,11,0.79,-0.521814528,,,,,,,,,,,,,,,
14,11/16/1998,1998,NOVEMBER,11,0.02,-0.660589111,-0.546445514,-13.77950617,0.653333333,,,,,,,,,,,,
5,12/16/1998,1998,DECEMBER,12,2.3,-0.249672163,,,,,,,,,,,,,,,
7,12/16/1998,1998,DECEMBER,12,0.96,-0.491175983,,,,,,,,,,,,,,,
14,12/16/1998,1998,DECEMBER,12,1.02,-0.480362379,-0.407070175,-14.18657634,1.426666667,,,,,,,,,,,,
5,1/20/1999,1999,JANUARY,1,2.35,-0.240660826,,,,,,,,,,,,,,,
7,1/20/1999,1999,JANUARY,1,0.41,-0.590300686,,,,,,,,,,,,,,,
14,1/20/1999,1999,JANUARY,1,1.12,-0.462339706,-0.431100406,-14.61767675,1.293333333,,,,,,,,,,,,
5,2/16/1999,1999,FEBRUARY,2,0.51,-0.572278013,,,,,,,,,,,,,,,
7,2/16/1999,1999,FEBRUARY,2,0.12,-0.642566438,,,,,,,,,,,,,,,
14,2/16/1999,1999,FEBRUARY,2,2.05,-0.294728846,-0.503191099,-15.12086785,0.893333333,,,,,,,,,,,,
5,3/16/1999,1999,MARCH,3,1.5,-0.393853548,,,,,,,,,,,,,,,
7,3/16/1999,1999,MARCH,3,0.3,-0.610125626,,,,,,,,,,,,,,,
14,3/16/1999,1999,MARCH,3,1.34,-0.422689825,-0.475556333,-15.59642418,1.046666667,,,,,,,,,,,,
5,4/13/1999,1999,APRIL,4,1.27,-0.435305697,,,,,,,,,,,,,,,
7,4/13/1999,1999,APRIL,4,0.47,-0.579487082,,,,,,,,,,,,,,,
14,4/13/1999,1999,APRIL,4,1.41,-0.410073954,-0.474955578,-16.07137976,1.05,,,,,,,,,,,,
5,5/17/1999,1999,MAY,5,3.53,-0.027993283,,,,,,,,,,,,,,,
7,5/17/1999,1999,MAY,5,1.33,-0.424492093,,,,,,,,,,,,,,,
14,5/17/1999,1999,MAY,5,1.75,-0.348796865,-0.26709408,-16.33847384,2.203333333,,,,,,,,,,,,
5,6/22/1999,1999,JUNE,6,1.43,-0.406469419,,,,,,,,,,,,,,,
7,6/22/1999,1999,JUNE,6,0.28,-0.613730161,,,,,,,,,,,,,,,
14,6/22/1999,1999,JUNE,6,0.66,-0.545244003,-0.521814528,-16.86028837,0.79,,,,,,,,,,,,
5,7/17/1999,1999,JULY,7,0.48,-0.577684815,,,,,,,,,,,,,,,
7,7/17/1999,1999,JULY,7,0.89,-0.503791855,,,,,,,,,,,,,,,
14,7/17/1999,1999,JULY,7,4.3,0.1107813,-0.323565123,-17.18385349,1.89,,,,,,,,,,,,
5,8/17/1999,1999,AUGUST,8,1.64,-0.368621806,,,,,,,,,,,,,,,
14,8/17/1999,1999,AUGUST,8,1.22,-0.444317033,,,,,,,,,,,,,,,
7,8/19/1999,1999,AUGUST,8,1.64,-0.368621806,-0.393853548,-17.57770704,1.5,,,,,,,,,,,,
7,9/14/1999,1999,SEPTEMBER,9,2.97,-0.128920253,,,,,,,,,,,,,,,
5,9/20/1999,1999,SEPTEMBER,9,3.5,-0.033400085,,,,,,,,,,,,,,,
14,9/20/1999,1999,SEPTEMBER,9,3.9,0.038690608,-0.04120991,-17.61891695,3.456666667,,,,,,,,,,,,
5,10/12/1999,1999,OCTOBER,10,2.58,-0.199208678,,,,,,,,,,,,,,,
14,10/12/1999,1999,OCTOBER,10,1.16,-0.455130637,,,,,,,,,,,,,,,
7,10/13/1999,1999,OCTOBER,10,3.2,-0.087468104,-0.24726914,-17.86618609,2.313333333,,,,,,,,,,,,
5,11/8/1999,1999,NOVEMBER,11,2.64 ,-0.188395074,,,,,,,,,,,,,,,
7,11/8/1999,1999,NOVEMBER,11,2.81 ,-0.15775653,,,,,,,,,,,,,,,
14,11/8/1999,1999,NOVEMBER,11,1.89 ,-0.323565123,-0.223238909,-18.089425,2.446666667,,,,,,,,,,,,
5,12/7/1999,1999,DECEMBER,12,1.26 ,-0.437107964,,,,,,,,,,,,,,,
7,12/7/1999,1999,DECEMBER,12,0.99 ,-0.485769181,,,,,,,,,,,,,,,
14,12/7/1999,1999,DECEMBER,12,1.10 ,-0.465944241,-0.462940462,-18.55236546,1.116666667,,,,,,,,,,,,
5,1/5/2000,2000,JANUARY,1,3.69 ,0.000842994,,,,,,,,,,,,,,,
7,1/5/2000,2000,JANUARY,1,2.60 ,-0.195604143,,,,,,,,,,,,,,,
14,1/5/2000,2000,JANUARY,1,2.52 ,-0.210022282,-0.13492781,-18.68729327,2.936666667,,,,,,,,,,,,
5,2/23/2000,2000,FEBRUARY,2,1.23 ,-0.442514766,,,,,,,,,,,,,,,
7,2/23/2000,2000,FEBRUARY,2,1.50 ,-0.393853548,,,,,,,,,,,,,,,
14,2/23/2000,2000,FEBRUARY,2,1.28 ,-0.433503429,-0.423290581,-19.11058385,1.336666667,,,,,,,,,,,,
5,3/13/2000,2000,MARCH,3,3.74,0.009854331,,,,,,,,,,,,,,,
7,3/13/2000,2000,MARCH,3,1.54,-0.386644479,,,,,,,,,,,,,,,
14,3/13/2000,2000,MARCH,3,2.38,-0.235254024,-0.204014724,-19.31459857,2.553333333,,,,,,,,,,,,
5,4/11/2000,2000,APRIL,4,0.82 ,-0.516407726,,,,,,,,,,,,,,,
7,4/11/2000,2000,APRIL,4,1.07 ,-0.471351043,,,,,,,,,,,,,,,
14,4/11/2000,2000,APRIL,4,0.68 ,-0.541639468,-0.509799412,-19.82439799,0.856666667,,,,,,,,,,,,
5,5/16/2000,2000,MAY,5,2.67 ,-0.182988272,,,,,,,,,,,,,,,
7,5/16/2000,2000,MAY,5,1.20 ,-0.447921568,,,,,,,,,,,,,,,
14,5/16/2000,2000,MAY,5,1.02 ,-0.480362379,-0.370424073,-20.19482206,1.63,,,,,,,,,,,,
5,6/13/2000,2000,JUNE,6,0.07 ,-0.651577775,,,,,,,,,,,,,,,
7,6/13/2000,2000,JUNE,6,0.02 ,-0.660589111,,,,,,,,,,,,,,,
14,6/13/2000,2000,JUNE,6,0.22 ,-0.624543765,-0.645570217,-20.84039228,0.103333333,,,,,,,,,,,,
5,7/11/2000,2000,JULY,7,2.98 ,-0.127117985,,,,,,,,,,,,,,,
7,7/11/2000,2000,JULY,7,1.61 ,-0.374028608,,,,,,,,,,,,,,,
14,7/11/2000,2000,JULY,7,2.71 ,-0.175779203,-0.225641932,-21.06603421,2.433333333,,,,,,,,,,,,
5,8/15/2000,2000,AUGUST,8,8.79 ,0.919999326,,,,,,,,,,,,,,,
7,8/15/2000,2000,AUGUST,8,1.67 ,-0.363215004,,,,,,,,,,,,,,,
14,8/15/2000,2000,AUGUST,8,1.63 ,-0.370424073,0.062120083,-21.00391413,4.03,,,,,,,,,,,,
5,9/12/2000,2000,SEPTEMBER,9,1.35 ,-0.420887558,,,,,,,,,,,,,,,
7,9/12/2000,2000,SEPTEMBER,9,0.29 ,-0.611927894,,,,,,,,,,,,,,,
14,9/12/2000,2000,SEPTEMBER,9,0.65 ,-0.54704627,-0.526620574,-21.5305347,0.763333333,,,,,,,,,,,,
5,10/18/2000,2000,OCTOBER,10,4.33 ,0.116188102,,,,,,,,,,,,,,,
7,10/18/2000,2000,OCTOBER,10,0.89 ,-0.503791855,,,,,,,,,,,,,,,
14,10/18/2000,2000,OCTOBER,10,0.97 ,-0.489373716,-0.292325823,-21.82286052,2.063333333,,,,,,,,,,,,
7,11/15/2000,2000,NOVEMBER,11,0.90 ,-0.501989587,,,,,,,,,,,,,,,
14,11/15/2000,2000,NOVEMBER,11,0.96 ,-0.491175983,,,,,,,,,,,,,,,
5,11/18/2000,2000,NOVEMBER,11,1.24 ,-0.440712499,-0.477959356,-22.30081988,1.033333333,,,,,,,,,,,,
5,12/11/2000,2000,DECEMBER,12,0.75 ,-0.529023597,,,,,,,,,,,,,,,
7,12/11/2000,2000,DECEMBER,12,0.41 ,-0.590300686,,,,,,,,,,,,,,,
14,12/11/2000,2000,DECEMBER,12,0.64 ,-0.548848538,-0.556057607,-22.85687749,0.6,,,,,,,,,,,,
5,1/10/2001,2001,JANUARY,1,,,,,,,,,,,,,,,,,
7,1/10/2001,2001,JANUARY,1,,,,,,,,,,,,,,,,,
14,1/10/2001,2001,JANUARY,1,,,,,0,,,,,,,,,,,,
5,2/6/2001,2001,FEBRUARY,2,,,,,,,,,,,,,,,,,
7,2/6/2001,2001,FEBRUARY,2,,,,,,,,,,,,,,,,,
14,2/6/2001,2001,FEBRUARY,2,,,,,0,,,,,,,,,,,,
7,3/14/2001,2001,MARCH,3,9.77,1.096621523,,,,,,,,,,,,,,,
14,3/14/2001,2001,MARCH,3,3.08,-0.109095312,,,,,,,,,,,,,,,
5,3/15/2001,2001,MARCH,3,8.17,0.808258752,0.598594988,-22.2582825,7.006666667,,,,,,,,,,,,
7,4/16/2001,2001,APRIL,4,26.1,4.039724051,,,,,,,,,,,,,,,
14,4/16/2001,2001,APRIL,4,3.74,0.009854331,,,,,,,,,,,,,,,
5,4/19/2001,2001,APRIL,4,2.81,-0.15775653,1.297273951,-20.96100855,10.88333333,,,,,,,,,,,,
5,5/15/2001,2001,MAY,5,0.88,-0.505594122,,,,,,,,,,,,,,,
7,5/15/2001,2001,MAY,5,1.09,-0.467746508,,,,,,,,0.32,,3,,,,,
14,5/15/2001,2001,MAY,5,8.99,0.956044672,-0.005765319,-20.96677387,3.653333333,,,,,0.29,,2,,,,,
5,6/13/2001,2001,JUNE,6,0.76 ,-0.52722133,,,,,,,,0.33,,2,,,,,
7,6/13/2001,2001,JUNE,6,0.56 ,-0.563266676,,,,,,,,1.05,,20,,,,,
14,6/13/2001,2001,JUNE,6,0.63 ,-0.550650805,-0.54704627,-21.51382014,0.65,,,,,0.17,,2,,,,,
5,7/20/2001,2001,JULY,7,2.57 ,-0.201010945,,,,,,,,,,,,,,,
7,7/20/2001,2001,JULY,7,4.09 ,0.072933687,,,,,,,,,,,,,,,
14,7/20/2001,2001,JULY,7,3.23 ,-0.082061302,-0.070046187,-21.58386632,3.296666667,,,,,,,,,,,,
5,8/15/2001,2001,AUGUST,8,1.73 ,-0.3524014,,,,,,,,,,,,,,,
7,8/15/2001,2001,AUGUST,8,7.41 ,0.671286436,,,,,,,,,,,,,,,
14,8/15/2001,2001,AUGUST,8,3.74 ,0.009854331,0.109579789,-21.47428654,4.293333333,,,,,,,,,,,,
7,9/11/2001,2001,SEPTEMBER,9,0.10 ,-0.645630292,,,,,,,,,,,,,,,
14,9/11/2001,2001,SEPTEMBER,9,0.10 ,-0.645630292,,,,,,,,,,,,,,,
5,9/18/2001,2001,SEPTEMBER,9,0.10 ,-0.645630292,-0.645630292,-22.11991683,0.103,,,,,,,,,,,,
5,10/16/2001,2001,OCTOBER,10,0.10 ,-0.645630292,,,,,,,,0.56,,3,,,,,
7,10/16/2001,2001,OCTOBER,10,0.10 ,-0.645630292,,,,,,,,0.38,,3,,,,,
14,10/16/2001,2001,OCTOBER,10,0.10 ,-0.645630292,-0.645630292,-22.76554712,0.103,,,,,0.29,,1,,,,,
5,11/6/2001,2001,NOVEMBER,11,0.10 ,-0.645630292,,,,,,,,0.28,,1,,,,,
7,11/6/2001,2001,NOVEMBER,11,0.10 ,-0.645630292,,,,,,,,0.14,,1,,,,,
14,11/6/2001,2001,NOVEMBER,11,2.64 ,-0.188395074,-0.493218553,-23.25876567,0.948666667,,,,,1.11,,7,,,,,
5,12/4/2001,2001,DECEMBER,12,0.10 ,-0.645630292,,,,,,,,0.2,,2,,,,,
7,12/4/2001,2001,DECEMBER,12,2.17 ,-0.273101638,,,,,,,,,,,,,,,
14,12/4/2001,2001,DECEMBER,12,0.10 ,-0.645630292,-0.521454074,-23.78021975,0.792,,,,,0.03,,1,,,,,
5,1/15/2002,2002,JANUARY,1,3.84,0.027877004,,,,,,,,0.76,,2,,,,,
7,1/15/2002,2002,JANUARY,1,3.22,-0.08386357,,,,,,,,0.49,,2,,,,,
14,1/15/2002,2002,JANUARY,1,4.99,0.235137745,0.05971706,-23.72050269,4.016666667,,,,,0.78,,2,,,,,
5,2/19/2002,2002,FEBRUARY,2,1.71,-0.356005935,,,,,,,,0.87,,4,,,,,
7,2/19/2002,2002,FEBRUARY,2,0.43,-0.586696151,,,,,,,,1.06,,5,,,,,
14,2/19/2002,2002,FEBRUARY,2,0.77,-0.525419062,-0.489373716,-24.2098764,0.97,,,,,0.34,,2,,,,,
5,3/19/2002,2002,MARCH,3,1.71,-0.356005935,,,,,,,,,,,,,,,
7,3/21/2002,2002,MARCH,3,0.43,-0.586696151,,,,,,,,,,,,,,,
14,3/21/2002,2002,MARCH,3,0.77,-0.525419062,-0.489373716,-24.69925012,0.97,,,,,,,,,,,,
5,4/16/2002,2002,APRIL,4,0.10,-0.645630292,,,,,,,,,,,,,,,
7,4/16/2002,2002,APRIL,4,0.10,-0.645630292,,,,,,,,,,,,,,,
14,4/16/2002,2002,APRIL,4,0.10,-0.645630292,-0.645630292,-25.34488041,0.103,,,,,,,,,,,,
5,5/15/2002,2002,MAY,5,0.10,-0.645630292,,,,,,,,0.37,,1,,,,,
7,5/15/2002,2002,MAY,5,0.10,-0.645630292,,,,,,,,1.44,,2,,,,,
14,5/16/2002,2002,MAY,5,0.10,-0.645630292,-0.645630292,-25.9905107,0.103,,,,,1.47,,2,,,,,
5,6/12/2002,2002,JUNE,6,0.10,-0.645630292,,,,,,,,,,,,,,,
7,6/12/2002,2002,JUNE,6,0.10,-0.645630292,,,,,,,,,,,,,,,
14,6/12/2002,2002,JUNE,6,0.10,-0.645630292,-0.645630292,-26.636141,0.103,,,,,,,,,,,,
5,7/17/2002,2002,JULY,7,0.10,-0.645630292,,,,,,,,,,,,,,,
7,7/17/2002,2002,JULY,7,0.10,-0.645630292,,,,,,,,,,,,,,,
